,playerID,yearID,stint,teamID,lgID,G,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,IBB,HBP,SH,SF,GIDP,years,inducted,name
16750,murraed02,1996,2,BAL,AL,64,230,36,59,12,0,10,34,1,0,27,42,4,0,0,6,6,1,Y,Eddie Murray
16976,murraed02,1997,1,ANA,AL,46,160,13,35,7,0,3,15,1,0,13,24,0,0,0,3,8,1,Y,Eddie Murray
16977,murraed02,1997,2,LAN,NL,9,7,0,2,0,0,0,3,0,0,2,2,0,0,0,0,2,1,Y,Eddie Murray
1134,planked01,1901,1,PHA,AL,33,99,10,18,0,0,0,3,0,,5,,,5,2,,,7,Y,Eddie Plank
1215,planked01,1902,1,PHA,AL,36,120,15,35,6,1,0,16,4,,3,,,1,4,,,7,Y,Eddie Plank
1298,planked01,1903,1,PHA,AL,45,134,18,25,5,1,1,8,2,,0,,,2,2,,,7,Y,Eddie Plank
1380,planked01,1904,1,PHA,AL,46,129,9,31,2,1,0,11,0,,4,,,2,6,,,7,Y,Eddie Plank
1463,planked01,1905,1,PHA,AL,41,126,12,29,3,0,0,5,0,,7,,,1,2,,,7,Y,Eddie Plank
1552,planked01,1906,1,PHA,AL,26,73,6,17,0,1,0,6,0,,3,,,1,5,,,7,Y,Eddie Plank
1645,planked01,1907,1,PHA,AL,43,123,9,26,1,1,1,9,1,,6,,,1,8,,,7,Y,Eddie Plank
1742,planked01,1908,1,PHA,AL,36,89,4,16,4,0,0,4,1,,2,,,0,1,,,7,Y,Eddie Plank
1848,planked01,1909,1,PHA,AL,35,96,5,21,2,0,1,7,2,,2,,,2,2,,,7,Y,Eddie Plank
1950,planked01,1910,1,PHA,AL,38,86,6,11,2,0,0,8,0,,2,,,4,2,,,7,Y,Eddie Plank
2048,planked01,1911,1,PHA,AL,40,94,7,18,2,0,0,10,0,,5,,,0,6,,,7,Y,Eddie Plank
2155,planked01,1912,1,PHA,AL,37,90,5,24,2,1,0,9,0,,4,,,1,11,,,7,Y,Eddie Plank
2268,planked01,1913,1,PHA,AL,41,76,8,8,1,0,0,6,0,,11,16,,3,6,,,7,Y,Eddie Plank
2384,planked01,1914,1,PHA,AL,34,60,6,9,2,0,0,5,1,1,4,14,,0,7,,,7,Y,Eddie Plank
2509,planked01,1915,1,SLF,FL,42,93,7,24,5,1,0,8,0,,6,16,,0,4,,,7,Y,Eddie Plank
2630,planked01,1916,1,SLA,AL,37,81,3,15,1,0,0,5,2,,4,16,,0,4,,,7,Y,Eddie Plank
2741,planked01,1917,1,SLA,AL,20,38,0,4,1,0,0,2,0,,3,10,,1,4,,,7,Y,Eddie Plank
3072,rommeed01,1920,1,PHA,AL,34,51,8,11,1,0,0,5,0,0,4,8,,0,8,,,8,N,Eddie Rommel
3181,rommeed01,1921,1,PHA,AL,46,94,9,18,6,0,0,5,0,2,6,12,,0,10,,,8,N,Eddie Rommel
3299,rommeed01,1922,1,PHA,AL,51,94,3,17,3,0,0,7,0,0,3,15,,0,6,,,8,N,Eddie Rommel
3426,rommeed01,1923,1,PHA,AL,56,101,13,24,3,2,0,6,0,0,3,10,,0,4,,,8,N,Eddie Rommel
3559,rommeed01,1924,1,PHA,AL,45,95,4,15,0,0,0,6,0,1,4,12,,0,6,,,8,N,Eddie Rommel
3700,rommeed01,1925,1,PHA,AL,52,81,7,15,2,1,1,9,1,0,6,6,,0,11,,,8,N,Eddie Rommel
3839,rommeed01,1926,1,PHA,AL,37,61,6,6,1,0,0,2,0,0,6,8,,0,10,,,8,N,Eddie Rommel
3980,rommeed01,1927,1,PHA,AL,30,51,4,8,1,0,0,3,0,0,3,7,,0,4,,,8,N,Eddie Rommel
4123,rommeed01,1928,1,PHA,AL,43,47,5,12,1,1,0,1,0,0,7,5,,0,4,,,8,N,Eddie Rommel
4261,rommeed01,1929,1,PHA,AL,32,39,2,8,1,0,0,4,0,0,2,7,,0,4,,,8,N,Eddie Rommel
4408,rommeed01,1930,1,PHA,AL,35,38,8,10,3,1,0,6,0,0,7,5,,0,3,,,8,N,Eddie Rommel
4548,rommeed01,1931,1,PHA,AL,29,54,6,14,1,1,0,4,0,0,6,5,,0,0,,,8,N,Eddie Rommel
4693,rommeed01,1932,1,PHA,AL,17,20,5,6,0,0,0,1,0,0,5,2,,0,0,,,8,N,Eddie Rommel
6087,stanked01,1943,1,CHN,NL,142,510,92,125,15,1,0,47,4,,92,42,,2,12,,13,1,N,Eddie Stanky
6161,stanked01,1944,1,CHN,NL,13,25,4,6,0,1,0,0,1,,2,2,,0,1,,1,1,N,Eddie Stanky
6162,stanked01,1944,2,BRO,NL,89,261,32,72,9,2,0,16,3,,44,13,,1,9,,3,1,N,Eddie Stanky
6244,stanked01,1945,1,BRO,NL,153,555,128,143,29,5,1,39,6,,148,42,,4,19,,7,1,N,Eddie Stanky
6359,stanked01,1946,1,BRO,NL,144,483,98,132,24,7,0,36,8,,137,56,,2,20,,5,1,N,Eddie Stanky
6474,stanked01,1947,1,BRO,NL,146,559,97,141,24,5,3,53,3,,103,39,,5,12,,7,1,N,Eddie Stanky
6584,stanked01,1948,1,BSN,NL,67,247,49,79,14,2,2,29,3,,61,13,,0,4,,5,1,N,Eddie Stanky
6703,stanked01,1949,1,BSN,NL,138,506,90,144,24,5,1,42,3,,113,41,,2,7,,8,1,N,Eddie Stanky
6816,stanked01,1950,1,NY1,NL,152,527,115,158,25,5,8,51,9,,144,50,,12,8,,8,1,N,Eddie Stanky
6931,stanked01,1951,1,NY1,NL,145,515,88,127,17,2,14,43,8,5,127,63,,6,5,,5,1,N,Eddie Stanky
7049,stanked01,1952,1,SLN,NL,53,83,13,19,4,0,0,7,0,0,19,9,,0,3,,0,1,N,Eddie Stanky
7166,stanked01,1953,1,SLN,NL,17,30,5,8,0,0,0,1,0,0,6,4,,1,3,,0,1,N,Eddie Stanky
14621,martied01,1987,1,SEA,AL,13,43,6,16,5,2,0,5,0,0,2,5,0,1,0,0,0,7,N,Edgar Martinez
14863,martied01,1988,1,SEA,AL,14,32,0,9,4,0,0,5,0,0,4,7,0,0,1,1,0,7,N,Edgar Martinez
15101,martied01,1989,1,SEA,AL,65,171,20,41,5,0,2,20,2,1,17,26,1,3,2,3,3,7,N,Edgar Martinez
15329,martied01,1990,1,SEA,AL,144,487,71,147,27,2,11,49,1,4,74,62,3,5,1,3,13,7,N,Edgar Martinez
15558,martied01,1991,1,SEA,AL,150,544,98,167,35,1,14,52,0,3,84,72,9,8,2,4,19,7,N,Edgar Martinez
15787,martied01,1992,1,SEA,AL,135,528,100,181,46,3,18,73,14,4,54,61,2,4,1,5,15,7,N,Edgar Martinez
16027,martied01,1993,1,SEA,AL,42,135,20,32,7,0,4,13,0,0,28,19,1,0,1,1,4,7,N,Edgar Martinez
16264,martied01,1994,1,SEA,AL,89,326,47,93,23,1,13,51,6,2,53,42,3,3,2,3,2,7,N,Edgar Martinez
16499,martied01,1995,1,SEA,AL,145,511,121,182,52,0,29,113,4,3,116,87,19,8,0,4,11,7,N,Edgar Martinez
16732,martied01,1996,1,SEA,AL,139,499,121,163,52,2,26,103,3,3,123,84,12,8,0,4,15,7,N,Edgar Martinez
16959,martied01,1997,1,SEA,AL,155,542,104,179,35,1,28,108,2,4,119,86,11,11,0,6,21,7,N,Edgar Martinez
17187,martied01,1998,1,SEA,AL,154,556,86,179,46,1,29,102,1,1,106,96,4,3,0,7,13,7,N,Edgar Martinez
17393,martied01,1999,1,SEA,AL,142,502,86,169,35,1,24,86,7,2,97,99,6,6,0,3,12,7,N,Edgar Martinez
17580,martied01,2000,1,SEA,AL,153,556,100,180,31,0,37,145,3,0,96,95,8,5,0,8,13,7,N,Edgar Martinez
17751,martied01,2001,1,SEA,AL,132,470,80,144,40,1,23,116,4,1,93,90,9,9,0,9,11,7,N,Edgar Martinez
17905,martied01,2002,1,SEA,AL,97,328,42,91,23,0,15,59,1,1,67,69,8,6,0,6,6,7,N,Edgar Martinez
18054,martied01,2003,1,SEA,AL,145,497,72,146,25,0,24,98,0,1,92,95,7,7,0,7,17,7,N,Edgar Martinez
18193,martied01,2004,1,SEA,AL,141,486,45,128,23,0,12,63,1,0,58,107,10,2,0,3,15,7,N,Edgar Martinez
14510,burksel01,1987,1,BOS,AL,133,558,94,152,30,2,20,59,27,6,41,98,0,2,4,1,1,1,N,Ellis Burks
14761,burksel01,1988,1,BOS,AL,144,540,93,159,37,5,18,92,25,9,62,89,1,3,4,6,8,1,N,Ellis Burks
14998,burksel01,1989,1,BOS,AL,97,399,73,121,19,6,12,61,21,5,36,52,2,5,2,4,8,1,N,Ellis Burks
15234,burksel01,1990,1,BOS,AL,152,588,89,174,33,8,21,89,9,11,48,82,4,1,2,2,18,1,N,Ellis Burks
15459,burksel01,1991,1,BOS,AL,130,474,56,119,33,3,14,56,6,11,39,81,2,6,2,3,7,1,N,Ellis Burks
15684,burksel01,1992,1,BOS,AL,66,235,35,60,8,3,8,30,5,2,25,48,2,1,0,2,5,1,N,Ellis Burks
15919,burksel01,1993,1,CHA,AL,146,499,75,137,24,4,17,74,6,9,60,97,2,4,3,8,11,1,N,Ellis Burks
16166,burksel01,1994,1,COL,NL,42,149,33,48,8,3,13,24,3,1,16,39,3,0,0,0,3,1,N,Ellis Burks
16396,burksel01,1995,1,COL,NL,103,278,41,74,10,6,14,49,7,3,39,72,0,2,1,1,7,1,N,Ellis Burks
16632,burksel01,1996,1,COL,NL,156,613,142,211,45,8,40,128,32,6,61,114,2,6,3,2,19,1,N,Ellis Burks
16859,burksel01,1997,1,COL,NL,119,424,91,123,19,2,32,82,7,2,47,75,0,3,1,2,17,1,N,Ellis Burks
17084,burksel01,1998,1,COL,NL,100,357,54,102,22,5,16,54,3,7,39,80,0,2,2,5,10,1,N,Ellis Burks
17085,burksel01,1998,2,SFN,NL,42,147,22,45,6,1,5,22,8,1,19,31,1,3,4,4,2,1,N,Ellis Burks
17308,burksel01,1999,1,SFN,NL,120,390,73,110,19,0,31,96,7,5,69,86,2,6,0,4,11,1,N,Ellis Burks
17494,burksel01,2000,1,SFN,NL,122,393,74,135,21,5,24,96,5,1,56,49,5,1,0,8,10,1,N,Ellis Burks
17671,burksel01,2001,1,CLE,AL,124,439,83,123,29,1,28,74,5,1,62,85,2,5,0,9,16,1,N,Ellis Burks
17835,burksel01,2002,1,CLE,AL,138,518,92,156,28,0,32,91,2,3,44,108,3,6,1,1,13,1,N,Ellis Burks
17989,burksel01,2003,1,CLE,AL,55,198,27,52,11,1,6,28,1,1,27,46,2,3,0,0,4,1,N,Ellis Burks
18133,burksel01,2004,1,BOS,AL,11,33,6,6,0,0,1,1,2,0,3,8,0,1,0,0,1,1,N,Ellis Burks
6312,kindeel01,1946,1,SLA,AL,33,19,1,1,0,0,0,0,0,0,2,6,,0,2,,1,1,N,Ellis Kinder
6425,kindeel01,1947,1,SLA,AL,34,62,4,8,0,0,0,4,0,0,1,20,,0,4,,1,1,N,Ellis Kinder
6540,kindeel01,1948,1,BOS,AL,28,62,8,6,0,0,0,4,0,0,8,18,,0,3,,1,1,N,Ellis Kinder
6655,kindeel01,1949,1,BOS,AL,43,92,11,12,2,0,0,7,0,1,6,24,,0,9,,3,1,N,Ellis Kinder
6770,kindeel01,1950,1,BOS,AL,48,71,5,13,1,1,1,11,0,0,2,13,,0,4,,2,1,N,Ellis Kinder
6877,kindeel01,1951,1,BOS,AL,63,34,1,4,1,0,0,2,0,0,1,16,,0,0,,0,1,N,Ellis Kinder
6996,kindeel01,1952,1,BOS,AL,23,32,0,0,0,0,0,0,0,0,0,10,,0,0,,1,1,N,Ellis Kinder
7115,kindeel01,1953,1,BOS,AL,69,29,3,11,1,0,0,2,0,0,0,6,,0,1,,0,1,N,Ellis Kinder
7225,kindeel01,1954,1,BOS,AL,48,27,0,5,2,0,0,0,0,0,2,5,,0,5,0,0,1,N,Ellis Kinder
7343,kindeel01,1955,1,BOS,AL,43,12,1,3,0,0,0,3,0,0,1,2,0,0,1,0,1,1,N,Ellis Kinder
7472,kindeel01,1956,1,SLN,NL,22,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,N,Ellis Kinder
7473,kindeel01,1956,2,CHA,AL,29,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,N,Ellis Kinder
7589,kindeel01,1957,1,CHA,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,N,Ellis Kinder
11623,valenel01,1975,1,MON,NL,12,33,2,12,4,0,1,3,0,0,2,4,0,0,0,0,1,1,N,Ellis Valentine
11904,valenel01,1976,1,MON,NL,94,305,36,85,15,2,7,39,14,1,30,51,0,0,2,4,5,1,N,Ellis Valentine
12192,valenel01,1977,1,MON,NL,127,508,63,149,28,2,25,76,13,5,30,58,3,0,1,2,18,1,N,Ellis Valentine
12455,valenel01,1978,1,MON,NL,151,570,75,165,35,2,25,76,13,8,35,88,3,2,0,5,9,1,N,Ellis Valentine
12725,valenel01,1979,1,MON,NL,146,548,73,151,29,3,21,82,11,9,22,74,3,1,1,3,23,1,N,Ellis Valentine
12977,valenel01,1980,1,MON,NL,86,311,40,98,22,2,13,67,5,5,25,44,0,3,0,4,3,1,N,Ellis Valentine
13234,valenel01,1981,1,MON,NL,22,76,8,16,3,0,3,15,0,1,6,11,0,0,0,3,2,1,N,Ellis Valentine
13235,valenel01,1981,2,NYN,NL,48,169,15,35,8,1,5,21,0,3,5,38,0,0,0,2,2,1,N,Ellis Valentine
13496,valenel01,1982,1,NYN,NL,111,337,33,97,14,1,8,48,1,3,5,38,0,1,0,7,11,1,N,Ellis Valentine
13744,valenel01,1983,1,CAL,AL,86,271,30,65,10,2,13,43,2,1,18,48,0,0,1,4,6,1,N,Ellis Valentine
14227,valenel01,1985,1,TEX,AL,11,38,5,8,1,0,2,4,0,1,2,8,0,0,0,0,1,1,N,Ellis Valentine
906,flickel01,1898,1,PHI,NL,134,453,84,137,16,13,8,81,23,,86,,,15,11,,,2,Y,Elmer Flick
970,flickel01,1899,1,PHI,NL,127,485,98,166,22,11,2,98,31,,42,,,11,8,,,2,Y,Elmer Flick
1040,flickel01,1900,1,PHI,NL,138,545,106,200,32,16,11,110,35,,56,,,16,6,,,2,Y,Elmer Flick
1105,flickel01,1901,1,PHI,NL,138,540,112,180,32,17,8,88,30,,52,,,7,13,,,2,Y,Elmer Flick
1185,flickel01,1902,1,PHA,AL,11,37,15,11,2,1,0,3,4,,6,,,3,2,,,2,Y,Elmer Flick
1186,flickel01,1902,2,CLE,AL,110,424,70,126,19,11,2,61,20,,47,,,3,8,,,2,Y,Elmer Flick
1271,flickel01,1903,1,CLE,AL,140,523,81,155,23,16,2,51,24,,51,,,8,11,,,2,Y,Elmer Flick
1351,flickel01,1904,1,CLE,AL,150,579,97,177,31,17,6,56,38,,51,,,9,20,,,2,Y,Elmer Flick
1433,flickel01,1905,1,CLE,AL,132,500,72,154,29,18,4,64,35,,53,,,8,12,,,2,Y,Elmer Flick
1522,flickel01,1906,1,CLE,AL,157,624,98,194,34,22,1,62,39,,54,,,7,15,,,2,Y,Elmer Flick
1612,flickel01,1907,1,CLE,AL,147,549,80,166,15,18,3,58,41,,64,,,11,13,,,2,Y,Elmer Flick
1710,flickel01,1908,1,CLE,AL,9,35,4,8,1,1,0,2,0,,3,,,0,1,,,2,Y,Elmer Flick
1814,flickel01,1909,1,CLE,AL,66,235,28,60,10,2,0,15,9,,22,,,1,1,,,2,Y,Elmer Flick
1914,flickel01,1910,1,CLE,AL,24,68,5,18,2,1,1,7,1,,10,,,0,0,,,2,Y,Elmer Flick
5757,valoel01,1940,1,PHA,AL,6,23,6,8,0,0,0,0,2,0,3,0,,0,0,,0,1,N,Elmer Valo
5881,valoel01,1941,1,PHA,AL,15,50,13,21,0,1,2,6,0,0,4,2,,0,0,,1,1,N,Elmer Valo
5999,valoel01,1942,1,PHA,AL,133,459,64,115,13,10,2,40,13,8,70,21,,4,9,,14,1,N,Elmer Valo
6092,valoel01,1943,1,PHA,AL,77,249,31,55,6,2,3,18,2,6,35,13,,1,2,,6,1,N,Elmer Valo
6364,valoel01,1946,1,PHA,AL,108,348,59,107,21,6,1,31,9,8,60,18,,1,2,,3,1,N,Elmer Valo
6481,valoel01,1947,1,PHA,AL,112,370,60,111,12,6,5,36,11,3,64,21,,2,14,,4,1,N,Elmer Valo
6590,valoel01,1948,1,PHA,AL,113,383,72,117,17,4,3,46,10,6,81,13,,4,7,,11,1,N,Elmer Valo
6709,valoel01,1949,1,PHA,AL,150,547,86,155,27,12,5,85,14,11,119,32,,2,12,,11,1,N,Elmer Valo
6822,valoel01,1950,1,PHA,AL,129,446,62,125,16,5,10,46,12,7,82,22,,7,7,,7,1,N,Elmer Valo
6937,valoel01,1951,1,PHA,AL,123,444,75,134,27,8,7,55,11,6,75,20,,8,3,,12,1,N,Elmer Valo
7056,valoel01,1952,1,PHA,AL,129,388,69,109,26,4,5,47,12,11,101,16,,2,4,,10,1,N,Elmer Valo
7171,valoel01,1953,1,PHA,AL,50,85,15,19,3,0,0,9,0,1,22,7,,0,0,,2,1,N,Elmer Valo
7281,valoel01,1954,1,PHA,AL,95,224,28,48,11,6,1,33,2,1,51,18,,0,3,3,2,1,N,Elmer Valo
7407,valoel01,1955,1,KC1,AL,112,283,50,103,17,4,3,37,5,3,52,18,2,0,1,2,5,1,N,Elmer Valo
7529,valoel01,1956,1,KC1,AL,9,9,1,2,0,0,0,2,0,0,1,1,0,0,0,1,0,1,N,Elmer Valo
7530,valoel01,1956,2,PHI,NL,98,291,40,84,13,3,5,37,7,6,48,21,6,3,1,2,7,1,N,Elmer Valo
7654,valoel01,1957,1,BRO,NL,81,161,14,44,10,1,4,26,0,1,25,16,2,1,0,2,8,1,N,Elmer Valo
7779,valoel01,1958,1,LAN,NL,65,101,9,25,2,1,1,14,0,1,12,11,0,0,0,2,2,1,N,Elmer Valo
7907,valoel01,1959,1,CLE,AL,34,24,3,7,0,0,0,5,0,0,7,0,1,0,0,2,2,1,N,Elmer Valo
8031,valoel01,1960,1,NYA,AL,8,5,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,N,Elmer Valo
8032,valoel01,1960,2,WS1,AL,76,64,6,18,3,0,0,16,0,0,17,4,0,1,0,3,2,1,N,Elmer Valo
8159,valoel01,1961,1,MIN,AL,33,32,0,5,2,0,0,4,0,0,3,3,1,1,0,0,2,1,N,Elmer Valo
8160,valoel01,1961,2,PHI,NL,50,43,4,8,2,0,1,8,0,0,8,6,0,1,0,0,0,1,N,Elmer Valo
7337,howarel01,1955,1,NYA,AL,97,279,33,81,8,7,10,43,0,0,20,36,5,1,1,4,4,15,N,Elston Howard
7465,howarel01,1956,1,NYA,AL,98,290,35,76,8,3,5,34,0,1,21,30,6,1,2,2,11,15,N,Elston Howard
7584,howarel01,1957,1,NYA,AL,110,356,33,90,13,4,8,44,2,5,16,43,6,0,6,2,18,15,N,Elston Howard
7713,howarel01,1958,1,NYA,AL,103,376,45,118,19,5,11,66,1,1,22,60,6,0,4,4,9,15,N,Elston Howard
7841,howarel01,1959,1,NYA,AL,125,443,59,121,24,6,18,73,0,1,20,57,4,3,4,4,12,15,N,Elston Howard
7963,howarel01,1960,1,NYA,AL,107,323,29,79,11,3,6,39,3,0,28,43,7,0,2,8,8,15,N,Elston Howard
8091,howarel01,1961,1,NYA,AL,129,446,64,155,17,5,21,77,0,3,28,65,6,3,1,4,5,15,N,Elston Howard
8222,howarel01,1962,1,NYA,AL,136,494,63,138,23,5,21,91,1,1,31,76,1,1,3,9,20,15,N,Elston Howard
8372,howarel01,1963,1,NYA,AL,135,487,75,140,21,6,28,85,0,0,35,68,4,6,1,2,17,15,N,Elston Howard
8545,howarel01,1964,1,NYA,AL,150,550,63,172,27,3,15,84,1,1,48,73,12,5,0,4,10,15,N,Elston Howard
8748,howarel01,1965,1,NYA,AL,110,391,38,91,15,1,9,45,0,0,24,65,3,1,1,1,16,15,N,Elston Howard
8963,howarel01,1966,1,NYA,AL,126,410,38,105,19,2,6,35,0,0,37,65,9,1,0,3,12,15,N,Elston Howard
9183,howarel01,1967,1,NYA,AL,66,199,13,39,6,0,3,17,0,0,12,36,3,2,1,2,6,15,N,Elston Howard
9184,howarel01,1967,2,BOS,AL,42,116,9,17,3,0,1,11,0,0,9,24,3,1,1,2,4,15,N,Elston Howard
9416,howarel01,1968,1,BOS,AL,71,203,22,49,4,0,5,18,1,1,22,45,7,1,2,1,5,15,N,Elston Howard
5506,slaugen01,1938,1,SLN,NL,112,395,59,109,20,10,8,58,1,,32,38,,0,4,,11,16,Y,Enos Slaughter
5626,slaugen01,1939,1,SLN,NL,149,604,95,193,52,5,12,86,2,,44,53,,5,11,,11,16,Y,Enos Slaughter
5751,slaugen01,1940,1,SLN,NL,140,516,96,158,25,13,17,73,8,,50,35,,2,1,,4,16,Y,Enos Slaughter
5875,slaugen01,1941,1,SLN,NL,113,425,71,132,22,9,13,76,4,,53,28,,2,4,,5,16,Y,Enos Slaughter
5991,slaugen01,1942,1,SLN,NL,152,591,100,188,31,17,13,98,9,,88,30,,6,2,,6,16,Y,Enos Slaughter
6357,slaugen01,1946,1,SLN,NL,156,609,100,183,30,8,18,130,9,,69,41,,2,5,,7,16,Y,Enos Slaughter
6471,slaugen01,1947,1,SLN,NL,147,551,100,162,31,13,10,86,4,,59,27,,4,5,,10,16,Y,Enos Slaughter
6580,slaugen01,1948,1,SLN,NL,146,549,91,176,27,11,11,90,4,,81,29,,1,6,,11,16,Y,Enos Slaughter
6699,slaugen01,1949,1,SLN,NL,151,568,92,191,34,13,13,96,3,,79,37,,1,6,,7,16,Y,Enos Slaughter
6812,slaugen01,1950,1,SLN,NL,148,556,82,161,26,7,10,101,3,,66,33,,2,8,,12,16,Y,Enos Slaughter
6927,slaugen01,1951,1,SLN,NL,123,409,48,115,17,8,4,64,7,2,67,25,,3,4,,10,16,Y,Enos Slaughter
7045,slaugen01,1952,1,SLN,NL,140,510,73,153,17,12,11,101,6,1,70,25,,1,6,,11,16,Y,Enos Slaughter
7162,slaugen01,1953,1,SLN,NL,143,492,64,143,34,9,6,89,4,4,80,28,,5,1,,10,16,Y,Enos Slaughter
7274,slaugen01,1954,1,NYA,AL,69,125,19,31,4,2,1,19,0,2,28,8,,0,1,0,0,16,Y,Enos Slaughter
7398,slaugen01,1955,1,NYA,AL,10,9,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,16,Y,Enos Slaughter
7399,slaugen01,1955,2,KC1,AL,108,267,49,86,12,4,5,34,2,3,40,17,4,2,1,5,8,16,Y,Enos Slaughter
7521,slaugen01,1956,1,KC1,AL,91,223,37,62,14,3,2,23,1,0,29,20,1,1,1,1,6,16,Y,Enos Slaughter
7522,slaugen01,1956,2,NYA,AL,24,83,15,24,4,2,0,4,1,1,5,6,0,0,1,0,0,16,Y,Enos Slaughter
7644,slaugen01,1957,1,NYA,AL,96,209,24,53,7,1,5,34,0,2,40,19,5,0,4,3,5,16,Y,Enos Slaughter
7770,slaugen01,1958,1,NYA,AL,77,138,21,42,4,1,4,19,2,0,21,16,0,0,1,0,3,16,Y,Enos Slaughter
7900,slaugen01,1959,1,NYA,AL,74,99,10,17,2,0,6,21,1,0,13,19,1,0,1,1,2,16,Y,Enos Slaughter
7901,slaugen01,1959,2,ML1,NL,11,18,0,3,0,0,0,1,0,0,3,3,0,0,0,0,0,16,Y,Enos Slaughter
2157,rixeyep01,1912,1,PHI,NL,23,53,3,9,2,0,0,1,0,,2,17,,0,2,,,17,Y,Eppa Rixey
2270,rixeyep01,1913,1,PHI,NL,35,47,3,9,1,1,0,4,0,,1,9,,0,3,,,17,Y,Eppa Rixey
2387,rixeyep01,1914,1,PHI,NL,24,26,2,1,1,0,0,0,0,,4,4,,0,0,,,17,Y,Eppa Rixey
2512,rixeyep01,1915,1,PHI,NL,29,55,3,9,1,0,0,2,0,,3,13,,1,5,,,17,Y,Eppa Rixey
2632,rixeyep01,1916,1,PHI,NL,38,97,6,15,3,0,0,9,0,,2,14,,1,4,,,17,Y,Eppa Rixey
2744,rixeyep01,1917,1,PHI,NL,39,94,3,18,2,0,0,6,0,,0,13,,0,6,,,17,Y,Eppa Rixey
2960,rixeyep01,1919,1,PHI,NL,23,47,3,7,2,0,0,2,0,,1,5,,1,3,,,17,Y,Eppa Rixey
3070,rixeyep01,1920,1,PHI,NL,43,101,6,25,0,1,1,8,0,0,2,11,,2,3,,,17,Y,Eppa Rixey
3178,rixeyep01,1921,1,CIN,NL,40,101,7,13,1,0,0,4,0,0,6,11,,0,9,,,17,Y,Eppa Rixey
3297,rixeyep01,1922,1,CIN,NL,40,109,8,21,3,0,0,9,1,0,2,15,,1,11,,,17,Y,Eppa Rixey
3425,rixeyep01,1923,1,CIN,NL,42,107,7,17,1,0,0,7,0,1,3,9,,1,9,,,17,Y,Eppa Rixey
3558,rixeyep01,1924,1,CIN,NL,35,84,10,18,4,0,1,7,0,1,4,11,,1,6,,,17,Y,Eppa Rixey
3699,rixeyep01,1925,1,CIN,NL,39,103,8,22,0,0,0,11,1,0,2,17,,1,5,,,17,Y,Eppa Rixey
3838,rixeyep01,1926,1,CIN,NL,37,84,6,19,0,0,0,8,0,,5,8,,0,6,,,17,Y,Eppa Rixey
3979,rixeyep01,1927,1,CIN,NL,34,81,4,20,5,1,0,9,0,,3,7,,0,3,,,17,Y,Eppa Rixey
4122,rixeyep01,1928,1,CIN,NL,43,104,4,18,2,0,1,8,0,,3,15,,0,3,,,17,Y,Eppa Rixey
4260,rixeyep01,1929,1,CIN,NL,35,65,2,15,1,0,0,1,0,,1,13,,0,5,,,17,Y,Eppa Rixey
4407,rixeyep01,1930,1,CIN,NL,32,55,6,11,2,0,0,5,0,,1,8,,0,3,,,17,Y,Eppa Rixey
4546,rixeyep01,1931,1,CIN,NL,22,40,0,6,1,0,0,3,0,,2,6,,0,1,,,17,Y,Eppa Rixey
4692,rixeyep01,1932,1,CIN,NL,25,34,2,9,1,0,0,1,0,,1,7,,0,0,,,17,Y,Eppa Rixey
4836,rixeyep01,1933,1,CIN,NL,16,35,2,9,0,1,0,6,0,,1,7,,0,0,,2,17,Y,Eppa Rixey
13808,daviser01,1984,1,CIN,NL,57,174,33,39,10,1,10,30,10,2,24,48,0,1,0,1,1,1,N,Eric Davis
14056,daviser01,1985,1,CIN,NL,56,122,26,30,3,3,8,18,16,3,7,39,0,0,2,0,1,1,N,Eric Davis
14297,daviser01,1986,1,CIN,NL,132,415,97,115,15,3,27,71,80,11,68,100,5,1,0,3,6,1,N,Eric Davis
14536,daviser01,1987,1,CIN,NL,129,474,120,139,23,4,37,100,50,6,84,134,8,1,0,3,6,1,N,Eric Davis
14782,daviser01,1988,1,CIN,NL,135,472,81,129,18,3,26,93,35,3,65,124,10,3,0,3,11,1,N,Eric Davis
15016,daviser01,1989,1,CIN,NL,131,462,74,130,14,2,34,101,21,7,68,116,12,1,0,11,16,1,N,Eric Davis
15253,daviser01,1990,1,CIN,NL,127,453,84,118,26,2,24,86,21,3,60,100,6,2,0,3,7,1,N,Eric Davis
15481,daviser01,1991,1,CIN,NL,89,285,39,67,10,0,11,33,14,2,48,92,5,5,0,2,4,1,N,Eric Davis
15706,daviser01,1992,1,LAN,NL,76,267,21,61,8,1,5,32,19,1,36,71,2,3,0,2,9,1,N,Eric Davis
15938,daviser01,1993,1,LAN,NL,108,376,57,88,17,0,14,53,33,5,41,88,6,1,0,4,8,1,N,Eric Davis
15939,daviser01,1993,2,DET,AL,23,75,14,19,1,1,6,15,2,2,14,18,1,0,0,0,4,1,N,Eric Davis
16185,daviser01,1994,1,DET,AL,37,120,19,22,4,0,3,13,5,0,18,45,0,0,0,0,4,1,N,Eric Davis
